age,sex,autonomy_freedom,autonomy_interesting,autonomy_options,competence_matched,competence_capable,competence_competent,related_important,related_fulfilling,related_not_close,enjoyment_fun,enjoyment_attention,enjoymen_boring,enjoyment_enjoyed,extrinsic_avoid,extrinsic_forget,extrinsic_compelled,extrinsic_escape,spane_acnh_positive,spane_acnh_negative,spane_acnh_good,spane_acnh_bad,spane_acnh_pleasant,spane_acnh_unpleasant,spane_acnh_happy,spane_acnh_sad,spane_acnh_afraid,spane_acnh_joyful,spane_acnh_angry,spane_acnh_contented,Hours,happiness_value
27,2,3,1,5,7,2,2,5,5,3,2,7,6,1,4,1,1,1,4,1,4,1,4,1,3,1,1,1,1,2,1.02,2.0
26,2,7,7,5,5,6,6,5,5,3,6,4,2,4,1,1,3,6,6,4,5,2,6,1,6,1,1,7,1,6,1.0,4.33
34,2,7,7,6,7,7,7,6,6,2,7,1,1,7,2,6,5,5,7,1,7,1,7,1,7,1,1,7,1,5,1.51,5.67
34,1,6,5,6,6,4,4,5,5,3,7,3,3,5,2,4,3,5,4,1,6,2,4,1,4,1,1,2,2,3,1.55,2.5
18,2,6,3,6,6,6,6,5,5,3,6,3,4,5,3,6,5,6,5,2,5,2,6,2,6,2,2,5,2,7,1.02,3.67
27,1,6,5,5,6,6,6,5,4,4,7,3,1,7,3,6,5,6,6,2,5,2,6,1,6,1,1,3,4,6,2.03,3.5
37,2,6,5,4,7,7,7,5,4,2,7,2,2,7,1,2,2,2,5,2,5,2,5,2,5,2,2,5,2,5,1.62,3.0
35,2,6,6,7,7,7,7,7,7,1,7,1,1,7,7,7,7,7,7,1,7,1,7,1,7,1,1,7,1,7,1.67,6.0
34,2,6,3,3,6,6,6,6,6,2,6,2,1,7,1,6,6,5,6,2,6,2,6,2,6,2,3,6,3,6,2.3,3.67
52,1,5,6,6,7,6,7,6,6,3,7,2,1,7,3,6,4,6,6,2,7,1,6,1,6,1,1,5,1,7,2.13,5.0
23,1,6,6,6,7,7,7,5,5,3,6,3,2,6,2,2,3,2,5,1,5,1,5,1,5,1,1,5,1,5,1.29,4.0
31,2,5,3,7,1,7,7,6,7,1,7,3,1,7,1,4,7,1,5,3,5,1,6,1,4,1,1,4,1,7,2.09,3.83
29,2,6,5,5,7,6,6,5,5,3,6,5,4,5,1,1,2,1,7,1,6,1,6,1,6,1,1,5,1,5,1.17,4.83
37,1,7,7,7,7,7,7,4,4,1,7,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.9,0.0
36,1,5,2,3,3,3,7,4,4,4,6,6,6,3,2,7,6,7,3,4,3,5,4,3,5,1,1,1,3,2,1.17,0.17
41,2,5,3,4,4,5,6,4,3,2,6,4,3,5,4,5,5,5,4,1,4,1,5,1,4,1,1,4,1,4,1.43,3.17
23,1,7,7,7,7,7,7,6,6,4,7,1,1,7,2,6,7,6,7,1,7,1,7,1,7,1,1,7,1,7,2.2,6.0
44,2,7,6,6,6,7,7,7,7,3,7,2,2,7,2,1,1,3,5,1,5,1,6,1,6,1,1,5,1,6,1.85,4.5
40,2,6,3,6,6,6,7,7,7,1,7,1,1,7,2,4,5,7,6,2,5,2,7,3,7,2,3,7,2,6,1.27,4.0
67,1,4,7,6,6,7,7,5,5,2,7,1,1,7,1,5,1,2,6,2,6,1,6,1,6,1,1,4,1,4,3.39,4.17
20,2,7,6,5,7,6,7,5,4,4,7,1,1,7,2,6,6,6,5,2,6,1,7,1,5,2,2,4,1,4,1.45,3.67
38,1,6,6,6,6,6,5,5,5,1,6,1,1,6,6,4,4,1,5,2,5,2,5,2,5,2,1,5,2,5,1.94,3.17
57,1,1,1,1,1,1,1,5,5,4,1,2,3,1,3,3,1,3,6,2,6,2,6,2,6,2,2,6,2,6,1.22,4.0
25,1,7,7,6,5,6,7,5,5,2,6,1,1,7,3,5,5,5,7,1,7,1,7,1,7,2,1,7,1,7,1.4,5.83
37,2,6,5,5,4,6,6,4,4,2,6,2,2,6,1,5,3,6,6,4,6,3,5,2,4,2,1,3,1,3,1.88,2.33
19,1,6,6,6,6,6,6,5,5,2,7,2,1,7,1,7,7,7,7,1,7,6,6,1,6,1,1,7,1,7,1.81,4.83
26,3,7,3,4,7,7,7,5,5,3,6,5,2,6,1,3,3,2,4,1,4,4,6,1,4,1,1,4,1,4,1.1,2.83
30,2,3,4,5,4,6,6,5,5,4,6,1,3,5,2,4,4,4,5,3,5,3,5,3,5,3,1,5,1,5,1.07,2.67
27,2,5,5,4,4,4,5,5,5,3,5,3,2,5,1,1,1,2,5,1,5,1,5,4,4,2,1,4,2,6,1.33,3.0
40,1,7,7,6,7,7,6,5,6,3,7,1,1,7,3,4,3,5,5,2,5,2,5,2,5,2,2,5,2,5,2.38,3.0
30,1,6,4,5,7,5,6,6,5,1,7,1,1,7,6,6,5,6,5,3,5,1,6,1,5,2,2,5,3,7,1.76,3.5
28,2,6,5,5,6,7,5,5,5,2,6,2,2,6,1,5,5,6,4,2,4,1,6,1,4,1,1,2,1,6,1.67,3.17
45,2,3,3,4,4,5,5,5,5,3,4,4,4,4,3,5,3,5,4,2,4,2,4,2,4,2,2,4,2,5,1.87,2.17
23,2,7,6,5,6,6,6,5,5,2,6,2,2,7,2,6,5,5,4,2,6,2,6,2,6,2,1,5,1,6,1.67,3.83
42,1,6,5,6,6,5,6,5,5,2,7,2,2,6,3,2,4,2,4,2,4,2,4,2,4,2,1,3,1,4,2.38,2.17
34,1,6,5,4,5,4,4,7,6,5,6,3,3,6,4,5,5,5,6,2,6,2,6,2,6,2,1,6,1,6,2.03,4.33
27,1,6,4,6,7,6,7,4,4,3,7,5,2,6,4,5,6,6,5,1,5,1,6,1,4,1,2,5,1,5,1.62,3.83
28,1,7,7,7,7,7,7,7,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,1,7,1,7,2.03,6.0
31,2,5,6,5,5,5,7,5,5,3,5,5,2,6,2,5,5,5,5,2,4,1,5,2,5,3,1,5,2,6,1.02,3.17
28,1,5,5,6,6,5,7,5,5,2,7,2,1,6,5,5,5,6,6,2,6,1,7,1,7,2,1,7,2,5,1.58,4.83
31,1,7,6,6,5,6,7,3,5,4,7,2,2,7,5,7,6,6,5,2,5,2,6,2,6,4,1,5,3,6,2.1,3.17
46,2,5,5,5,4,5,6,5,5,3,6,3,2,5,4,5,4,6,4,2,4,2,5,2,5,2,1,4,1,4,1.04,2.67
27,2,7,6,5,5,6,7,7,7,3,7,1,1,7,2,6,7,7,6,1,5,1,5,1,6,2,2,4,5,3,2.13,2.83
22,1,7,7,7,7,7,7,7,6,1,7,3,1,7,5,5,6,6,7,2,6,3,6,2,7,2,1,6,4,5,1.43,3.83
44,2,6,6,6,6,6,6,5,5,4,6,1,1,7,1,2,3,5,5,1,5,1,6,1,5,1,1,4,1,7,1.85,4.33
43,1,6,6,7,6,6,6,4,4,4,7,2,2,7,1,1,2,2,4,1,4,1,5,1,4,1,1,2,1,6,1.48,3.17
27,1,7,5,7,5,7,7,5,5,2,7,1,1,7,4,7,1,7,7,1,7,1,7,1,7,1,1,7,1,5,2.03,5.67
25,1,5,6,6,6,5,5,4,4,2,6,2,2,6,5,5,5,5,5,1,6,1,6,1,6,1,1,6,1,5,1.95,4.67
36,2,5,6,6,5,5,5,5,5,2,6,2,3,6,3,6,5,6,5,2,6,2,5,1,7,2,1,4,2,7,1.33,4.0
32,2,7,7,7,7,7,7,7,7,1,7,1,1,7,7,7,7,7,7,1,7,1,7,1,7,1,1,7,1,7,1.54,6.0
25,2,7,6,7,6,7,7,5,5,2,7,2,2,7,3,5,6,7,7,1,6,1,7,1,7,1,1,6,2,7,1.67,5.5
25,2,6,5,5,5,5,6,5,5,2,6,2,2,6,2,4,4,5,5,2,5,2,6,2,5,2,1,4,1,4,1.06,3.17
48,1,4,2,4,2,4,7,5,5,3,3,5,5,3,4,2,1,2,6,3,5,2,5,2,6,2,2,5,2,5,1.18,3.17
28,2,7,7,7,7,7,7,7,7,5,7,1,1,7,1,5,2,5,4,1,4,1,6,1,4,1,1,4,1,5,1.29,3.5
42,2,6,5,6,6,5,6,4,3,4,6,2,2,5,1,1,5,5,3,1,4,1,6,2,4,2,1,3,1,6,1.43,3.0
20,2,7,5,4,2,6,6,4,4,5,5,5,4,4,4,1,5,1,4,4,4,4,4,4,4,2,3,3,3,4,1.43,0.5
28,2,5,5,6,6,6,6,5,5,3,7,4,3,6,1,5,5,6,7,2,5,2,7,1,6,1,1,3,2,5,1.01,4.0
40,2,7,6,6,6,6,6,5,5,2,6,1,1,6,6,6,6,6,6,2,6,2,6,2,6,2,1,6,1,6,3.25,4.33
25,2,6,6,6,4,7,7,5,5,2,6,2,2,6,1,3,2,4,4,1,4,1,4,1,4,1,1,4,1,4,1.67,3.0
35,2,3,2,2,2,2,5,4,4,4,5,5,5,4,2,5,4,5,2,4,1,3,2,2,2,2,1,2,1,1,1.42,-0.5
18,2,6,4,3,6,5,6,5,5,3,6,4,4,6,5,5,5,5,5,2,6,2,5,2,6,3,1,5,2,5,1.17,3.33
30,1,7,5,5,6,5,5,6,6,4,7,5,3,5,3,7,7,7,5,3,5,4,5,3,6,1,1,6,2,7,2.03,3.33
31,2,6,3,5,4,5,6,3,3,2,6,5,3,4,5,5,5,5,4,3,5,4,6,2,4,2,1,3,1,3,1.57,2.0
35,2,5,4,6,7,6,6,5,3,5,6,3,2,5,5,3,6,3,5,2,5,2,5,1,4,3,1,5,2,2,1.67,2.5
24,1,5,5,5,5,5,6,6,5,2,6,5,3,6,2,5,5,6,6,3,6,2,7,3,6,2,1,6,3,7,1.81,4.0
20,2,6,5,7,7,7,7,5,5,3,6,4,4,6,1,5,2,5,7,1,6,1,7,1,7,2,2,7,1,7,1.01,5.5
24,1,5,7,3,5,7,7,5,6,1,7,1,1,7,2,2,2,2,6,2,7,2,6,2,7,2,1,7,2,6,4.46,4.67
50,1,7,7,7,7,7,7,5,5,2,7,1,1,7,4,5,7,7,7,2,7,2,7,2,7,2,1,7,2,7,1.07,5.17
31,2,7,6,6,7,7,7,6,6,1,6,5,5,6,1,5,5,6,4,1,5,1,5,1,5,1,1,6,1,5,1.36,4.0
34,2,7,6,6,7,7,7,6,6,1,7,5,2,7,4,3,3,6,7,2,6,1,7,1,5,1,1,5,1,7,1.28,5.0
20,1,5,5,5,5,5,5,5,5,2,6,1,1,6,2,1,5,2,7,1,6,1,6,7,7,2,1,6,4,6,1.81,3.67
31,2,6,6,6,6,6,6,6,6,2,6,3,2,6,3,7,6,6,6,2,6,2,5,2,5,2,1,5,2,5,1.2,3.5
26,1,7,7,7,7,6,7,5,5,2,7,1,1,7,1,1,3,3,6,1,7,1,7,1,6,1,1,5,1,7,2.0,5.33
44,2,6,6,6,7,6,7,5,6,2,7,1,1,7,2,5,6,6,6,1,5,1,6,2,6,2,1,5,1,6,1.41,4.33
26,1,7,7,7,7,7,7,4,4,4,7,1,1,7,1,5,6,5,5,3,5,3,5,3,5,3,1,2,3,4,1.85,1.67
33,2,6,5,5,7,6,5,5,5,3,7,3,1,6,4,7,1,7,6,2,7,2,6,2,5,2,1,6,2,7,1.17,4.33
22,1,7,7,7,5,7,7,6,7,4,7,2,1,7,6,7,7,7,7,1,7,1,7,1,7,1,1,7,1,6,1.81,5.83
59,1,6,3,5,6,6,6,4,4,4,6,2,2,6,5,2,5,6,4,5,3,5,3,5,4,4,1,1,2,3,1.06,-0.67
38,1,5,3,4,5,6,6,5,5,3,6,5,4,5,1,2,1,1,6,1,6,1,6,1,6,1,1,6,1,7,2.03,5.17
40,1,7,7,7,5,6,6,6,6,2,7,1,1,7,1,5,3,6,6,1,6,1,6,2,6,1,1,6,1,6,2.38,4.83
35,2,2,2,5,4,1,1,5,5,4,4,4,5,4,1,5,3,6,3,3,2,6,2,1,2,6,2,2,3,2,1.43,-1.33
26,1,6,6,6,6,6,6,5,5,2,6,1,1,6,2,6,5,7,4,2,4,2,5,2,5,2,1,4,1,4,1.42,2.67
41,2,4,5,5,6,6,6,4,4,4,6,2,2,6,3,2,3,1,6,1,6,1,6,1,6,1,1,5,1,4,1.3,4.5
39,2,5,6,6,6,6,5,5,5,2,7,1,1,7,1,3,6,5,6,2,5,2,6,2,6,2,2,6,2,6,2.8,3.83
39,2,4,3,3,5,5,6,5,5,3,6,5,3,4,4,4,5,5,4,1,4,1,5,1,3,1,1,3,1,5,1.35,3.0
27,3,5,5,5,6,4,6,5,4,4,6,4,3,5,4,5,5,5,4,2,4,1,5,1,4,1,1,3,2,6,1.67,3.0
29,2,7,7,7,7,7,7,7,7,1,7,1,1,7,1,1,7,2,7,1,7,1,7,1,7,1,1,7,1,7,1.17,6.0
28,1,6,6,6,6,6,6,5,5,4,6,4,3,5,3,2,2,2,4,2,4,2,3,2,4,3,1,4,3,4,2.03,1.67
36,3,7,7,6,4,6,7,6,6,1,7,1,1,7,4,6,4,6,5,3,4,4,5,1,5,2,1,2,1,5,1.67,2.33
38,2,7,7,7,7,7,7,5,5,2,7,2,2,6,5,6,6,6,6,2,6,2,6,2,6,3,1,6,1,7,1.38,4.33
20,2,6,6,6,6,6,6,5,4,3,7,1,1,7,2,3,6,4,6,1,6,1,6,1,7,1,1,6,1,6,1.56,5.17
29,2,5,5,5,6,6,7,5,5,1,7,2,2,6,5,6,4,5,5,1,5,1,6,1,5,1,1,6,1,6,1.67,4.5
40,1,7,7,7,7,7,7,7,7,2,7,2,2,7,4,7,5,7,6,2,7,1,7,1,7,1,1,6,1,6,2.38,5.33
23,2,5,5,6,4,7,7,5,5,2,7,1,1,7,1,7,6,7,6,2,6,2,6,2,5,5,1,4,1,3,1.43,2.83
31,1,4,5,5,6,5,5,5,5,3,6,5,4,4,2,2,3,5,5,2,5,2,5,2,5,2,2,5,2,5,2.03,3.0
67,1,6,6,6,6,6,6,5,5,2,6,1,1,6,1,1,1,1,5,1,5,1,5,1,6,1,1,4,3,6,2.82,3.83
34,2,5,5,5,7,7,7,6,5,2,6,4,2,6,2,5,2,5,5,2,4,1,6,1,5,1,1,5,1,4,1.67,3.67
27,2,7,5,5,1,7,7,1,1,7,4,7,7,5,1,1,1,1,7,1,7,1,7,1,7,1,1,7,1,1,1.03,5.0
26,1,5,5,5,4,6,6,6,5,5,6,3,2,6,6,6,6,6,4,3,4,3,5,2,4,2,1,5,1,4,2.03,2.33
23,2,6,6,7,6,6,7,7,5,5,7,2,1,7,2,5,2,5,5,2,6,2,7,2,6,2,1,7,2,7,1.74,4.5
52,1,5,5,5,6,6,6,5,5,2,6,2,1,6,1,3,2,5,7,1,5,1,5,1,4,1,1,3,1,7,3.88,4.17
18,2,7,6,6,7,7,7,5,5,2,7,2,2,7,1,5,5,3,5,1,5,1,6,1,4,1,1,4,1,5,1.67,3.83
33,2,6,6,7,5,7,7,7,6,2,7,2,1,7,2,3,4,4,6,1,6,1,7,1,6,1,1,6,1,7,1.53,5.33
25,2,6,2,4,4,5,7,3,2,5,2,7,6,2,7,6,5,1,1,6,2,4,1,4,1,5,1,1,1,4,1.6,-1.83
55,2,6,6,6,6,6,6,6,6,2,6,2,2,6,2,5,5,6,6,1,6,1,6,1,6,1,1,6,1,6,1.85,5.0
26,2,2,2,2,7,5,6,2,3,5,6,5,5,6,1,4,5,5,1,2,1,2,3,1,2,1,1,1,2,1,1.28,0.0
66,1,4,5,5,6,6,6,5,5,3,6,3,4,5,3,2,2,2,3,2,3,2,3,2,4,2,1,4,1,3,2.1,1.67
49,1,6,6,6,7,7,7,7,7,1,7,2,1,7,4,5,5,7,5,2,6,2,7,1,6,2,1,7,1,7,2.02,4.83
42,2,7,7,7,7,7,7,7,7,4,7,1,1,7,4,1,6,7,7,1,6,1,7,1,7,1,1,7,4,7,1.17,5.33
35,2,5,4,6,5,6,6,5,5,3,6,3,3,6,1,5,5,4,6,2,5,2,5,2,5,1,1,5,3,5,1.14,3.33
31,2,7,6,6,7,7,7,5,5,2,7,1,1,7,3,7,5,7,6,2,6,1,7,1,6,1,1,7,1,6,1.25,5.17
34,1,6,3,4,5,5,6,5,5,3,5,5,5,5,5,7,6,6,4,4,4,1,4,1,4,3,1,4,1,6,2.03,2.5
27,1,2,2,2,4,5,5,3,2,5,5,6,4,5,2,2,5,3,3,4,3,2,4,2,4,2,1,2,2,4,1.44,1.17
31,2,7,7,7,7,7,6,6,6,5,7,1,1,7,1,5,6,6,5,2,5,2,5,2,5,2,1,5,2,5,3.32,3.17
35,1,6,3,6,3,5,7,6,6,3,7,2,2,7,5,2,7,5,3,2,3,2,4,2,4,2,1,4,1,2,2.03,1.67
40,2,7,7,7,7,7,7,7,7,1,7,7,1,7,1,1,1,1,7,1,7,1,7,1,7,1,1,7,1,7,1.28,6.0
31,1,6,5,6,7,7,7,7,7,4,6,5,2,6,4,5,6,6,5,2,6,1,6,2,5,1,1,4,2,5,2.08,3.67
23,1,7,5,6,6,7,7,5,2,2,6,4,4,6,2,5,3,7,5,1,4,1,4,2,5,1,1,6,3,4,1.4,3.17
34,2,6,6,7,7,7,6,5,6,2,7,1,2,7,2,5,4,6,4,2,6,2,7,1,5,1,1,4,2,7,1.67,4.0
26,1,6,5,6,7,7,7,5,5,3,6,4,2,7,1,3,2,5,4,1,4,1,5,1,5,1,1,4,1,4,1.02,3.33
27,1,7,4,5,5,5,5,2,2,5,5,2,2,5,2,4,2,5,3,4,3,4,3,3,3,3,2,3,3,3,2.04,-0.17
24,1,6,6,6,6,6,6,4,4,4,7,3,2,6,1,1,4,1,4,1,3,1,3,1,3,1,1,2,1,3,1.85,2.0
19,2,5,2,2,2,5,5,5,5,2,3,7,5,4,2,2,3,5,3,2,3,2,3,2,3,2,1,2,2,4,1.0,1.17
36,1,4,3,5,3,3,6,5,5,3,6,6,5,5,1,3,1,5,4,4,4,4,5,4,4,3,2,4,2,4,1.03,1.0
34,1,6,5,5,6,6,6,4,4,4,6,2,2,6,4,3,5,5,5,2,6,2,5,2,6,2,1,5,3,6,2.04,3.5
32,1,6,6,6,6,4,4,4,4,2,7,1,1,6,1,6,2,7,7,1,6,1,6,1,6,1,1,5,1,5,1.85,4.83
18,4,5,3,6,6,6,6,5,5,3,6,3,4,6,2,7,5,7,4,1,2,1,3,1,3,2,1,4,2,1,1.02,1.5
45,2,6,3,6,4,7,7,5,5,3,7,3,2,7,1,5,5,5,4,1,4,1,4,1,4,1,1,1,1,4,1.85,2.5
26,2,5,6,6,4,6,6,5,5,3,6,5,2,6,1,5,5,5,5,3,5,3,6,2,4,2,1,4,2,5,1.28,2.67
45,2,3,3,5,3,7,7,4,2,5,5,2,3,5,4,5,3,4,4,4,3,2,3,2,4,2,1,3,4,3,1.43,0.83
31,2,5,5,5,7,5,7,5,5,2,6,2,2,6,1,5,5,5,4,1,5,1,5,1,5,2,1,5,1,5,1.67,3.67
29,2,7,7,5,6,7,7,7,7,1,7,2,2,7,2,6,3,6,6,2,5,1,7,1,6,1,1,7,1,7,1.67,5.17
33,1,7,7,5,7,7,7,7,7,4,7,3,1,7,5,7,6,7,5,2,6,1,7,1,5,1,1,5,1,7,1.35,4.67
38,2,3,6,3,2,4,3,5,5,5,3,6,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,5,4,1.53,-0.17
19,2,5,5,5,2,5,6,5,4,2,6,2,3,6,4,2,6,2,6,3,6,1,5,2,6,1,1,6,3,6,2.11,4.0
41,2,5,6,6,6,6,6,6,6,6,6,2,2,6,1,1,6,6,6,1,6,1,6,1,6,1,1,6,1,6,1.98,5.0
41,2,7,5,6,4,6,6,4,4,2,7,1,1,7,2,1,2,1,7,1,6,1,6,2,7,1,1,7,1,6,1.43,5.33
29,1,7,7,7,7,7,7,7,7,1,7,1,1,7,4,4,1,7,7,1,7,1,7,1,7,1,1,7,1,7,2.11,6.0
20,2,7,7,7,5,7,7,5,5,2,6,2,1,6,1,5,6,5,7,1,6,1,7,1,7,1,1,5,1,6,1.31,5.33
43,2,5,3,5,6,6,7,5,5,3,6,5,3,6,2,1,5,5,2,2,3,1,3,1,2,1,1,1,1,4,1.15,1.33
54,1,7,5,5,6,7,7,5,5,3,7,5,2,6,4,2,3,2,6,3,6,2,7,1,6,4,1,5,4,4,1.55,3.17
23,1,5,6,6,2,6,6,5,5,2,6,2,2,6,2,6,6,6,6,1,6,2,6,2,6,2,1,6,2,6,1.2,4.33
36,1,6,7,7,6,6,6,5,5,2,6,1,2,6,2,3,4,5,6,2,6,2,6,2,6,2,2,6,2,6,1.02,4.0
32,2,5,5,5,4,3,6,6,6,1,7,3,2,6,2,5,5,6,5,2,4,2,4,2,5,2,1,5,2,3,1.03,2.5
52,1,5,5,5,5,6,6,5,5,4,6,3,3,6,3,4,4,4,6,1,5,1,5,1,5,1,1,5,1,4,2.13,4.0
29,1,6,7,5,4,6,7,5,5,3,7,3,1,7,2,7,6,7,4,4,4,4,4,4,4,4,4,4,4,4,1.61,0.0
29,1,5,4,5,3,5,6,4,4,4,6,3,3,5,1,6,2,7,1,2,1,1,3,2,3,1,1,1,2,4,1.41,0.67
32,2,7,5,5,4,6,5,5,5,2,6,2,2,5,2,4,5,2,3,2,6,2,6,2,6,1,1,6,2,6,2.04,3.83
33,1,5,7,5,5,7,7,4,4,5,7,5,2,6,5,6,6,5,6,2,6,2,5,2,5,2,2,5,1,5,1.85,3.5
38,2,6,4,5,5,6,6,5,5,5,6,3,3,5,3,3,4,4,5,2,5,3,6,3,5,3,3,5,3,4,1.67,2.17
36,1,6,6,5,4,5,6,5,5,3,7,3,2,7,5,6,4,5,6,1,4,1,6,1,4,1,1,4,2,6,1.46,3.83
40,1,6,6,6,6,6,6,5,5,2,7,1,1,7,6,7,6,6,6,1,6,1,6,1,7,1,1,6,2,7,3.14,5.17
31,2,5,5,5,5,5,7,7,6,2,6,5,3,6,3,5,5,7,3,2,3,3,4,2,3,4,6,3,1,3,1.24,0.17
30,1,7,6,6,7,7,7,5,5,2,7,2,1,7,1,5,1,7,7,1,7,1,7,1,7,1,1,7,2,7,1.45,5.83
46,1,7,6,6,6,7,7,6,6,1,7,2,2,7,1,2,6,5,6,2,6,3,6,3,6,3,1,5,2,5,2.13,3.33
25,2,5,7,7,6,6,6,5,5,5,7,3,1,6,5,7,5,4,7,3,6,2,7,3,6,1,2,7,6,5,1.35,3.5
27,2,6,6,6,5,7,7,6,7,1,7,2,1,7,3,4,5,5,6,1,6,1,7,1,7,2,1,7,2,5,1.67,5.0
30,1,7,7,7,4,6,6,7,7,2,7,1,1,7,2,5,6,5,6,2,5,1,6,1,6,1,1,6,1,6,2.03,4.67
25,2,7,7,7,7,7,7,7,7,1,7,1,1,7,1,1,1,1,5,2,5,2,5,2,5,2,2,5,2,5,1.15,3.0
29,1,7,7,7,7,7,7,5,5,2,7,1,1,7,2,1,2,2,7,1,7,1,7,1,7,1,1,7,1,7,2.66,6.0
37,1,6,6,5,6,6,6,5,5,3,6,7,7,6,2,2,6,3,6,2,6,2,6,2,6,2,2,6,2,6,2.03,4.0
37,2,6,7,7,6,6,7,6,6,2,7,1,1,7,5,5,5,7,6,2,7,1,7,1,7,1,1,7,1,7,2.82,5.67
41,1,6,6,6,6,6,4,5,5,3,7,2,1,7,4,6,4,6,5,3,3,3,3,3,3,3,3,3,3,3,2.08,0.33
28,1,3,1,1,1,1,1,3,3,1,1,2,2,1,4,2,4,2,6,4,6,4,6,4,6,4,5,6,3,6,1.07,2.0
23,2,5,6,6,6,7,7,7,6,1,6,1,2,5,6,4,5,5,5,2,5,2,6,2,7,1,1,7,2,6,1.08,4.33
19,2,7,6,6,5,5,6,5,5,3,7,6,1,7,1,7,7,7,7,1,7,1,7,1,7,2,1,7,2,4,1.73,5.17
38,2,5,6,5,6,7,7,6,6,2,7,1,1,7,5,5,6,6,4,2,5,1,5,2,5,1,1,4,1,4,1.67,3.17
26,2,7,5,6,6,6,6,5,5,3,7,5,5,5,3,3,2,2,5,2,5,2,5,2,5,1,1,5,1,5,1.17,3.5
38,2,7,7,6,5,6,4,5,5,6,7,2,1,7,4,5,5,4,6,2,6,2,6,1,7,2,1,6,2,3,1.67,4.0
28,1,2,2,3,4,5,6,5,5,7,5,5,5,6,3,5,3,3,6,4,6,4,7,4,7,4,1,6,6,7,2.17,2.67
34,2,7,6,6,6,6,6,6,6,3,6,3,3,6,4,4,5,6,5,2,5,1,6,2,5,3,1,5,1,6,1.27,3.67
64,1,6,5,6,7,7,7,5,5,2,7,1,1,7,2,7,6,6,6,2,6,2,7,1,6,1,1,6,1,5,5.61,4.67
24,2,4,4,5,4,6,6,3,4,4,6,2,2,6,4,5,4,5,4,4,4,3,4,3,3,3,1,1,1,4,1.33,0.83
31,1,6,5,5,4,5,7,5,6,1,6,5,2,6,1,1,5,5,4,1,4,1,5,1,4,1,1,4,1,6,2.44,3.5
29,2,7,6,6,6,6,6,6,6,6,6,5,3,4,6,5,6,6,7,1,7,1,7,1,7,2,1,6,1,6,1.04,5.5
21,2,5,6,5,7,7,7,5,5,3,6,4,3,6,1,6,4,6,7,2,6,1,6,2,6,3,1,7,2,6,1.12,4.5
34,1,6,6,6,5,6,6,3,4,6,7,2,2,7,2,2,2,4,6,2,6,2,6,2,6,1,3,7,1,7,1.85,4.5
22,1,6,5,5,4,5,4,5,5,3,5,7,5,6,4,4,4,5,4,4,5,3,3,3,4,3,2,4,3,5,1.08,1.17
29,1,7,6,7,6,7,7,5,5,3,7,4,2,7,2,7,7,7,7,1,7,1,7,1,5,1,1,6,1,7,1.17,5.5
33,1,5,4,5,5,5,5,4,4,3,6,5,3,5,4,4,4,4,6,2,7,2,6,2,6,1,2,7,1,6,2.68,4.67
24,1,7,7,7,6,7,7,7,7,1,7,1,1,7,1,7,7,7,7,1,7,1,7,1,7,1,1,7,1,7,1.34,6.0
39,2,7,6,7,6,5,7,6,6,4,7,1,1,7,1,6,5,7,6,2,5,1,7,2,5,2,1,5,1,5,1.51,4.0
31,2,5,5,5,6,5,5,4,4,4,5,4,4,4,5,4,6,4,5,2,5,1,5,1,5,2,1,4,2,5,1.41,3.33
47,2,5,5,5,6,7,7,5,5,2,7,2,1,6,5,1,7,5,6,2,6,2,6,1,6,1,1,6,1,7,2.24,4.83
22,2,6,3,2,5,6,7,5,5,3,6,3,5,6,2,2,5,4,4,2,5,2,4,1,4,3,2,3,2,6,1.09,2.33
28,2,5,4,6,2,7,6,2,2,6,6,4,5,5,5,6,6,5,5,4,5,4,6,3,6,6,1,4,1,4,1.16,1.83
21,1,5,4,7,7,7,6,6,6,7,6,6,3,4,1,4,2,3,3,3,5,3,6,2,4,3,2,5,2,5,1.3,2.17
19,2,7,6,6,2,6,7,5,5,2,7,2,2,6,1,1,1,1,7,1,6,1,7,1,5,1,1,6,1,7,1.01,5.33
33,1,3,6,6,6,6,6,6,4,4,6,4,4,6,5,5,5,6,6,3,6,3,6,3,7,2,1,7,2,4,2.2,3.67
36,2,5,6,6,6,6,7,4,4,4,6,5,4,6,4,5,6,6,6,2,6,2,6,2,6,2,2,5,2,5,1.14,3.67
63,1,6,5,6,5,5,6,5,5,5,6,2,2,7,1,1,1,5,6,1,6,1,4,1,5,2,2,6,1,4,2.89,3.83
38,2,6,5,6,6,6,6,6,6,2,7,2,4,6,2,4,4,4,7,1,6,1,6,1,7,1,1,6,1,6,1.33,5.33
29,2,7,6,6,6,6,6,5,5,2,7,2,2,7,5,6,6,6,7,1,7,1,7,1,7,1,1,6,1,6,1.21,5.67
18,2,6,5,6,5,6,6,5,5,3,6,3,2,7,1,5,2,4,5,1,6,1,6,2,5,1,1,5,1,6,1.17,4.33
29,2,7,7,6,6,6,6,5,5,2,6,2,2,6,1,5,1,5,5,2,5,1,6,1,4,1,1,2,2,6,2.17,3.33
