age,sex,autonomy_freedom,autonomy_interesting,autonomy_options,competence_matched,competence_capable,competence_competent,related_important,related_fulfilling,related_not_close,enjoyment_fun,enjoyment_attention,enjoymen_boring,enjoyment_enjoyed,extrinsic_avoid,extrinsic_forget,extrinsic_compelled,extrinsic_escape,spane_acnh_positive,spane_acnh_negative,spane_acnh_good,spane_acnh_bad,spane_acnh_pleasant,spane_acnh_unpleasant,spane_acnh_happy,spane_acnh_sad,spane_acnh_afraid,spane_acnh_joyful,spane_acnh_angry,spane_acnh_contented,Hours,happiness_value
27,2,5,5,5,4,5,6,3,4,5,6,5,2,4,5,6,6,5,4,2,4,2,5,2,5,3,1,5,1,4,1.11,2.67
34,1,7,7,7,7,7,7,7,7,4,7,1,1,7,1,1,1,4,7,2,7,2,7,2,7,2,1,7,1,7,2.08,5.33
33,1,6,5,6,3,7,6,4,4,4,7,5,7,7,1,1,1,5,5,1,5,1,5,1,5,1,1,5,1,5,1.85,4.0
25,1,7,7,7,7,7,7,7,6,1,7,1,1,7,4,6,7,6,7,2,7,1,7,1,7,1,1,7,2,7,2.87,5.67
23,2,2,3,2,2,1,7,2,2,4,5,7,7,2,1,2,1,5,4,6,4,1,5,2,4,2,1,5,2,3,1.17,1.83
32,2,6,5,5,6,6,6,5,5,2,6,2,2,6,5,5,5,5,6,2,6,2,6,2,6,6,2,6,4,4,1.67,2.67
38,2,6,3,4,4,6,6,5,4,5,7,5,5,6,3,7,6,7,7,2,7,1,7,1,7,2,1,6,3,7,1.08,5.17
25,1,6,5,5,3,7,7,5,5,3,7,5,5,6,2,4,4,5,4,1,4,1,4,1,4,1,1,3,2,5,1.03,2.83
30,1,7,7,7,6,6,6,5,5,2,7,1,1,7,2,4,1,6,6,1,6,1,6,1,6,1,1,6,1,6,1.64,5.0
25,2,7,7,7,7,7,7,6,6,2,7,1,1,7,1,4,4,4,7,2,6,2,5,2,7,1,1,7,3,5,1.2,4.33
21,2,6,6,6,6,6,6,5,6,2,5,5,4,6,5,1,6,1,2,4,4,2,4,4,5,1,1,4,4,3,1.28,1.0
55,1,7,7,7,7,7,7,6,7,1,7,1,1,7,4,4,5,6,6,1,6,1,6,2,7,1,1,4,1,6,3.88,4.67
30,1,7,7,7,6,7,7,7,7,1,7,1,1,7,4,5,5,7,7,1,7,1,7,1,7,1,1,5,1,7,2.48,5.67
25,1,7,7,7,7,7,7,5,5,2,7,1,1,7,1,7,7,7,7,1,7,1,7,1,7,1,1,7,1,7,1.81,6.0
34,2,5,5,6,5,4,4,5,5,4,6,3,2,7,3,6,6,6,5,4,5,4,5,4,5,4,5,4,5,4,1.67,0.33
35,1,5,7,6,7,7,7,5,5,2,7,2,2,6,5,3,7,3,6,2,7,1,7,1,5,1,1,6,1,7,2.03,5.17
25,3,5,4,5,6,7,5,5,6,4,7,3,4,6,1,2,1,6,5,2,5,2,7,4,4,1,1,5,2,2,1.67,2.67
18,1,5,2,5,4,3,5,5,5,2,6,2,2,6,2,2,6,4,5,2,4,1,4,1,4,1,1,3,1,4,2.69,2.83
42,2,5,5,5,6,6,6,5,5,2,6,2,1,7,4,3,5,5,6,2,5,1,5,2,6,2,1,6,2,3,1.65,3.5
22,2,7,7,7,6,7,7,5,5,2,7,2,1,7,5,7,5,7,6,2,6,2,6,4,6,2,2,6,3,6,1.0,3.5
29,2,6,7,5,7,7,7,7,5,1,7,1,1,7,4,5,5,7,7,1,7,1,7,1,7,1,1,7,1,7,1.34,6.0
22,1,6,5,5,7,6,7,5,5,3,6,4,3,6,2,2,3,5,4,1,4,1,5,2,5,2,1,4,1,6,1.19,3.33
27,3,5,5,4,4,5,6,5,5,3,6,5,3,5,2,4,4,5,5,2,5,2,6,2,5,1,1,5,1,7,1.17,4.0
32,1,5,6,5,6,6,6,5,6,4,7,2,3,6,2,5,5,5,5,2,5,2,5,2,5,2,2,5,2,5,1.57,3.0
58,1,4,2,5,3,4,5,1,1,6,6,3,2,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3.16,0.0
24,2,6,5,6,7,7,7,5,5,3,6,2,3,5,1,6,6,7,5,4,5,3,5,3,6,2,2,5,4,6,2.12,2.33
24,1,5,2,6,7,7,7,5,3,6,7,5,1,7,5,7,5,6,6,1,5,3,7,1,4,1,1,4,1,4,1.62,3.67
33,2,5,5,6,6,6,5,5,5,3,7,4,1,7,1,1,5,1,6,1,6,1,6,1,7,1,3,7,1,7,1.17,5.17
25,1,6,5,6,6,7,7,4,4,2,6,3,3,6,1,5,1,6,7,1,7,1,7,1,5,2,2,5,2,5,1.35,4.5
46,2,6,5,7,6,5,6,5,5,3,7,2,1,6,1,4,3,6,4,1,4,2,5,2,4,1,1,4,2,5,1.85,2.83
34,2,6,6,6,4,5,1,5,5,1,7,1,3,7,1,4,1,1,7,1,7,1,7,1,7,1,1,7,1,7,2.65,6.0
27,2,7,6,7,5,7,7,5,7,1,7,3,3,7,1,5,5,5,5,2,5,2,5,2,5,2,2,5,2,5,1.02,3.0
32,2,5,4,5,4,3,4,4,4,7,6,2,4,6,1,4,2,2,5,1,6,1,7,2,7,1,1,7,1,4,1.43,4.83
25,1,6,5,5,5,4,4,4,4,5,6,3,2,6,1,1,4,4,4,1,4,1,4,1,4,1,1,4,2,4,1.85,2.83
36,2,7,7,7,7,7,7,5,5,1,7,1,1,7,1,5,5,5,6,1,5,1,5,1,5,1,1,5,1,5,1.07,4.17
29,1,6,7,6,6,7,4,6,6,3,6,3,1,7,1,2,4,5,6,1,5,1,4,1,6,1,1,5,2,5,2.03,4.0
33,2,7,6,6,4,6,6,5,5,2,6,2,2,6,4,4,5,4,6,1,6,1,6,1,6,1,6,7,1,6,1.67,4.33
48,2,7,7,7,7,7,7,7,7,2,7,2,2,7,7,7,7,7,7,2,6,2,6,2,7,2,2,7,2,6,2.24,4.5
59,1,5,5,5,7,7,7,7,7,1,7,2,1,7,2,2,5,7,6,3,6,1,6,1,6,1,1,4,1,7,3.88,4.5
56,1,7,6,6,6,6,6,5,5,3,6,5,4,6,6,4,6,6,5,2,5,2,5,2,5,2,2,5,2,5,1.74,3.0
30,1,4,3,4,4,4,6,4,5,4,5,4,5,5,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1.72,0.0
25,1,6,6,6,6,6,6,5,5,2,7,2,2,6,2,5,5,5,6,2,6,1,7,1,6,2,2,6,1,7,1.81,4.83
23,2,5,5,5,4,3,3,5,5,3,6,5,2,6,1,1,1,1,6,2,6,2,6,2,4,2,1,3,2,4,1.11,3.0
18,3,5,5,6,5,6,6,7,6,2,7,3,3,6,4,5,5,6,5,1,6,1,5,1,5,1,1,5,2,5,1.67,4.0
24,2,5,5,5,7,7,7,3,4,4,7,6,3,6,1,2,1,5,4,4,4,3,5,3,5,1,1,4,2,4,1.43,2.0
27,2,6,6,5,5,7,7,6,6,2,7,2,2,6,5,1,6,1,7,2,6,2,7,2,6,2,2,6,2,6,1.55,4.33
20,1,6,6,6,6,6,6,6,6,2,6,3,2,6,3,5,5,3,6,2,6,2,6,2,6,2,2,6,2,6,5.09,4.0
40,2,6,7,7,6,6,6,6,6,2,7,2,2,6,3,6,4,7,5,2,5,2,6,2,7,2,4,6,2,6,1.3,3.5
27,1,6,7,6,7,6,7,5,5,2,7,2,1,7,2,2,4,5,6,1,6,1,7,1,6,1,1,5,1,6,1.27,5.0
33,2,4,5,5,4,6,2,5,5,2,6,2,1,6,2,2,3,1,5,2,5,2,4,1,5,2,1,4,2,4,1.94,2.83
38,1,6,6,6,6,6,7,6,6,7,7,4,3,6,6,6,5,6,6,2,5,2,6,2,6,2,1,6,2,5,2.03,3.83
36,2,3,3,5,4,7,7,2,4,4,6,5,4,6,2,7,5,7,6,1,7,1,6,1,5,1,1,3,1,4,1.15,4.17
31,1,2,3,3,4,6,6,5,5,2,6,6,3,5,1,5,5,5,5,2,5,2,7,1,5,2,1,4,1,3,2.03,3.33
31,1,3,2,1,2,5,7,5,5,3,5,7,4,7,1,7,2,6,2,3,5,1,3,1,4,1,1,1,1,4,2.03,1.83
30,1,4,3,3,7,7,7,5,5,1,6,5,3,6,2,5,6,6,4,1,4,1,4,1,4,2,1,4,1,5,2.03,3.0
30,1,7,7,7,7,7,7,5,5,2,7,1,1,7,4,1,5,3,4,2,3,2,4,1,4,2,1,4,2,5,1.63,2.33
36,1,7,7,6,7,7,7,6,6,3,7,3,3,3,5,6,6,5,5,1,5,1,7,1,5,1,1,5,1,5,1.03,4.33
27,2,7,7,7,6,7,7,7,7,5,7,1,1,7,3,5,6,6,7,1,7,1,7,1,7,1,1,7,2,6,1.45,5.67
35,1,6,6,6,6,7,6,4,4,4,7,1,1,6,1,2,5,5,6,3,6,1,6,1,6,2,3,6,1,6,2.13,4.17
41,2,5,6,5,6,7,6,5,5,2,7,1,1,7,4,1,6,7,5,1,5,1,5,1,6,1,1,5,1,7,1.46,4.5
29,3,5,5,3,4,4,6,6,5,2,6,2,3,5,6,7,5,7,4,5,4,4,4,4,4,4,5,4,3,4,1.67,-0.17
31,2,6,6,6,6,6,7,7,6,2,6,1,1,6,2,5,6,6,5,2,6,1,6,1,6,1,1,6,1,6,1.35,4.67
26,2,3,5,5,6,6,6,6,6,6,6,6,3,6,3,6,1,6,6,2,7,2,7,2,7,1,1,7,2,7,1.52,5.17
47,2,6,6,5,4,4,4,4,4,5,6,4,4,6,4,5,5,5,6,2,6,2,5,4,6,4,2,6,4,6,2.01,2.83
38,2,5,2,2,4,6,6,4,4,4,4,5,5,3,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1.11,0.0
65,1,6,6,6,6,6,5,5,5,2,6,2,2,6,1,2,1,2,6,1,6,1,6,1,6,1,1,6,1,6,2.08,5.0
28,2,6,7,6,6,6,6,6,6,1,7,2,1,7,2,5,6,5,5,2,5,2,5,2,5,2,2,5,2,5,1.02,3.0
47,2,7,7,7,6,7,7,6,6,2,7,1,1,7,2,2,5,6,5,1,6,1,6,1,5,1,1,4,1,5,1.44,4.17
34,2,6,5,6,7,7,7,5,5,2,6,2,2,7,1,4,6,5,5,1,5,1,6,1,5,1,1,5,1,7,1.67,4.5
29,2,5,5,5,7,7,7,3,3,5,6,3,3,6,1,2,5,2,6,2,6,2,7,2,6,1,2,5,1,7,1.43,4.5
33,2,2,3,5,4,4,7,5,4,3,5,5,3,5,7,3,6,3,4,4,4,2,5,4,4,1,1,1,3,4,1.56,1.17
26,1,6,5,6,6,7,7,6,6,4,7,1,1,6,2,5,2,6,6,2,6,2,5,2,7,1,4,6,1,6,2.03,4.0
40,2,5,6,5,5,6,5,5,4,5,6,3,4,6,5,6,4,4,5,3,6,3,5,2,6,3,3,6,3,4,1.98,2.5
33,2,5,5,5,6,6,6,3,3,5,6,5,3,6,2,1,2,2,5,1,5,1,5,1,5,1,1,5,2,4,1.68,3.67
24,2,5,3,5,4,6,7,5,5,3,6,5,4,6,5,7,6,7,6,3,6,1,6,2,6,1,1,5,1,7,1.31,4.5
19,1,6,5,6,6,6,6,6,6,4,6,3,4,5,4,1,4,4,5,2,5,2,5,4,5,1,1,5,5,4,1.81,2.33
25,1,5,5,6,7,7,7,4,4,2,7,3,3,7,2,4,2,5,6,4,5,2,6,2,5,1,1,5,3,6,1.85,3.33
36,2,6,5,5,7,6,6,5,5,3,6,3,2,4,2,4,4,4,5,2,5,2,6,2,4,2,1,3,2,4,1.26,2.67
30,1,7,6,6,4,7,7,5,5,2,7,2,2,6,1,4,3,5,6,2,6,2,6,2,6,1,1,6,1,6,1.31,4.5
26,1,6,7,7,5,6,6,5,5,2,7,2,1,7,3,7,7,7,7,1,7,1,7,1,7,1,1,7,1,7,1.22,6.0
51,1,7,6,7,7,7,7,5,5,2,7,1,1,7,3,5,5,5,7,1,7,1,7,1,7,1,1,7,1,7,5.01,6.0
37,1,4,5,5,4,5,4,4,4,4,5,4,3,5,3,5,4,6,4,3,4,3,5,3,4,3,3,4,3,5,1.85,1.33
30,1,7,6,6,6,6,7,5,5,2,6,2,2,6,1,5,5,6,5,1,6,1,7,1,6,1,1,5,1,7,2.03,5.0
57,1,7,6,6,7,7,7,6,6,1,7,1,1,7,1,4,4,4,6,1,6,1,6,1,6,1,1,6,1,6,2.89,5.0
25,1,6,6,7,5,4,5,5,5,3,7,6,6,7,4,4,4,6,5,2,5,2,5,3,7,1,1,6,3,7,1.1,3.83
30,1,7,7,7,7,7,7,6,6,7,7,1,1,7,2,6,5,7,6,2,7,2,7,1,7,1,1,6,1,7,2.03,5.33
25,2,4,3,3,7,7,5,6,5,4,5,5,5,6,5,4,4,2,4,3,6,1,4,2,6,3,2,6,6,6,1.52,2.5
31,2,6,5,5,5,6,6,5,5,3,6,3,2,6,1,2,3,4,6,1,6,1,6,1,6,1,1,6,1,7,1.17,5.17
28,1,6,6,6,6,6,6,6,5,3,6,3,3,6,3,5,5,6,6,3,5,3,5,3,6,3,2,5,2,5,2.1,2.67
27,2,5,5,6,6,6,7,5,5,2,7,2,4,4,4,2,3,1,3,2,4,2,4,1,3,1,1,3,1,4,1.1,2.17
25,2,6,6,6,5,6,6,5,5,2,7,2,2,6,3,6,3,6,5,2,5,2,6,2,6,2,1,6,1,7,2.25,4.17
30,4,3,2,4,4,4,1,1,1,2,2,6,5,2,5,2,4,4,1,1,1,1,1,1,1,7,1,1,7,1,1.1,-2.0
22,2,3,2,6,7,6,7,7,7,2,7,1,4,7,5,6,3,7,5,2,5,1,7,2,7,1,1,7,2,5,1.16,4.5
28,1,5,4,5,6,7,7,5,6,1,6,5,3,6,1,4,5,4,4,3,5,2,5,1,5,1,1,5,4,5,2.03,2.83
23,1,7,7,7,7,7,7,7,7,4,7,1,1,7,5,7,7,7,7,1,7,1,7,1,7,1,1,7,1,7,2.0,6.0
31,1,7,7,7,7,7,7,5,5,2,7,2,2,6,1,3,1,3,6,1,5,1,5,1,6,1,1,6,1,5,1.0,4.5
51,2,6,6,6,6,6,6,6,6,4,7,2,2,6,2,5,5,6,6,2,5,2,6,2,5,1,1,2,1,4,1.31,3.17
20,2,4,4,4,4,4,4,4,4,4,7,4,1,7,1,4,4,4,7,1,7,1,7,1,7,1,1,7,1,7,1.43,6.0
21,2,4,3,2,2,4,4,5,5,3,4,5,5,4,6,2,4,2,4,4,3,4,3,3,3,2,3,3,2,2,1.43,0.0
43,2,6,7,6,6,7,7,7,7,4,7,1,2,7,2,2,6,4,7,1,7,1,7,1,7,1,2,7,1,7,1.39,5.83
25,1,5,5,6,6,6,7,5,5,2,7,2,2,6,1,5,6,5,6,2,6,2,7,2,6,1,1,3,1,7,1.65,4.33
30,2,6,5,7,7,7,7,5,5,2,7,2,2,7,3,4,7,5,7,1,7,2,7,2,6,1,7,7,3,6,1.0,4.0
18,1,7,6,7,4,7,7,7,7,4,7,1,1,7,1,7,7,7,7,2,7,1,6,1,7,2,1,7,2,7,1.78,5.33
25,2,5,4,6,5,6,7,4,4,2,7,2,2,6,1,2,2,2,7,1,7,1,6,2,7,1,1,6,2,7,1.07,5.33
42,2,6,5,6,4,5,7,6,5,4,6,5,2,5,3,1,3,1,6,2,6,2,6,2,6,1,1,4,1,5,1.13,4.0
30,2,5,3,4,6,6,7,4,4,4,5,7,4,4,1,7,7,7,1,1,1,1,3,1,2,1,1,1,1,3,1.43,0.83
22,1,6,6,6,5,5,7,7,6,6,7,5,3,6,7,7,6,6,7,2,6,1,7,1,7,2,1,7,1,7,1.87,5.5
28,1,4,2,2,5,4,7,5,5,4,5,6,5,5,5,5,5,5,5,2,6,1,7,3,5,1,1,6,1,7,2.03,4.5
36,1,7,5,4,5,7,7,5,5,5,7,4,2,6,1,1,5,2,5,1,4,1,4,1,5,1,1,4,6,7,1.34,3.0
23,2,7,5,5,4,6,7,6,6,1,6,3,3,6,5,6,5,7,7,2,6,2,6,1,6,1,1,7,1,7,2.63,5.17
31,1,7,7,7,7,7,7,7,7,1,7,1,1,7,5,7,7,7,7,2,6,1,7,1,6,1,2,7,2,7,2.03,5.17
35,1,6,5,5,6,6,6,5,5,2,7,1,1,7,5,2,6,2,7,1,7,1,7,1,7,1,1,6,1,1,1.11,4.83
36,2,4,5,5,6,4,4,5,5,2,6,2,2,6,1,1,1,1,5,1,5,1,3,1,5,1,1,3,1,4,1.67,3.17
32,1,5,5,6,4,7,7,5,5,3,6,5,4,4,5,5,7,4,6,2,6,2,6,1,6,1,1,6,1,5,2.03,4.5
50,2,7,6,6,6,6,6,5,6,5,7,2,2,6,2,2,2,1,7,1,7,1,7,1,7,1,1,7,1,7,1.85,6.0
33,2,6,6,6,6,6,7,5,5,3,7,2,2,7,2,5,6,6,6,1,6,1,6,2,7,1,1,6,1,6,1.26,5.0
30,1,7,6,6,6,7,7,5,5,2,7,2,2,6,5,5,5,6,6,1,6,1,6,1,5,1,1,5,1,6,2.58,4.67
36,2,6,5,5,4,5,6,6,6,4,7,5,4,6,5,6,2,6,5,2,5,2,5,2,6,2,2,6,2,6,1.67,3.5
24,2,6,7,6,7,7,7,5,5,3,7,6,2,7,1,1,7,3,6,3,6,3,7,3,6,1,4,6,1,7,1.23,3.83
23,2,6,3,6,5,5,6,5,5,1,7,2,2,6,1,4,4,5,5,1,5,1,7,2,5,1,1,4,2,5,1.58,3.83
28,2,5,5,5,7,6,6,5,5,2,7,1,1,6,1,5,5,5,4,1,4,1,4,1,4,1,1,4,1,5,1.79,3.17
35,2,7,7,7,6,7,7,7,7,1,7,1,1,7,2,4,6,5,7,2,6,2,6,2,6,2,2,5,2,6,1.6,4.0
29,1,6,7,6,6,7,7,5,5,3,7,3,4,7,1,5,1,5,6,1,6,1,7,1,6,1,1,5,1,7,2.05,5.17
40,2,5,5,5,5,5,5,5,5,3,5,3,3,5,3,2,4,2,4,2,4,3,5,3,4,2,1,3,2,2,1.17,1.5
24,1,7,7,7,7,7,7,7,7,2,7,1,1,7,2,7,4,7,6,1,7,2,7,2,7,1,1,7,1,7,1.42,5.5
22,2,6,6,6,7,7,7,5,5,2,7,1,1,7,2,5,6,7,6,2,6,2,6,2,6,1,1,6,2,7,1.29,4.5
29,2,6,6,6,5,5,6,6,6,3,6,3,1,6,2,5,4,5,5,1,5,1,6,1,6,1,1,5,1,5,1.08,4.33
27,1,7,7,7,7,7,7,5,5,2,7,1,1,7,4,4,5,6,7,1,7,1,6,1,7,1,1,6,1,7,1.2,5.67
21,2,6,5,7,5,7,7,4,4,3,7,2,3,6,2,3,6,5,6,2,6,2,6,2,5,1,1,5,1,1,1.43,3.33
39,1,3,2,5,3,6,6,2,2,6,6,5,5,6,2,6,2,6,4,3,5,2,5,2,4,2,1,5,1,5,1.85,2.83
28,1,7,7,5,7,7,7,7,7,1,7,1,1,7,4,4,7,4,7,3,7,3,7,3,7,1,1,7,1,7,2.65,5.0
32,2,6,6,6,6,6,7,4,4,5,7,1,2,6,1,7,6,7,7,1,7,1,7,1,7,1,1,7,1,7,1.02,6.0
32,1,6,6,6,5,7,7,4,2,3,7,1,1,7,1,5,6,6,6,1,6,1,6,1,5,1,1,4,1,7,2.05,4.67
30,1,6,4,6,5,6,4,5,5,2,7,2,1,7,2,2,2,3,5,1,6,1,7,1,6,1,1,6,1,7,2.03,5.17
38,3,7,7,6,5,6,6,7,6,2,7,1,1,7,5,5,4,6,2,7,2,7,2,7,2,7,4,2,3,2,1.67,-3.83
36,1,6,6,5,4,5,5,5,5,3,6,5,3,5,1,5,5,5,6,2,6,2,5,2,4,2,2,5,1,4,2.03,3.17
18,2,7,7,7,5,7,7,7,7,2,7,4,4,7,2,5,3,6,7,1,7,1,7,2,6,1,1,7,2,6,1.02,5.33
35,1,7,5,6,6,7,7,5,5,3,7,2,2,6,2,5,4,6,5,2,5,2,5,2,5,2,2,5,2,5,1.47,3.0
20,1,6,5,4,4,7,6,4,4,4,6,5,3,6,3,6,5,5,6,2,6,2,6,2,6,2,1,4,1,5,1.78,3.83
33,1,6,7,6,7,7,7,5,5,3,7,4,3,7,4,7,5,7,5,2,5,2,5,2,5,4,1,5,2,5,1.36,2.83
37,1,6,3,5,6,7,6,7,7,2,7,1,1,7,6,7,7,7,7,2,5,2,6,2,6,2,2,6,2,6,1.58,4.0
28,2,3,5,6,4,6,5,5,5,4,6,1,2,7,3,6,6,5,6,2,5,1,6,2,5,1,1,6,1,5,1.67,4.17
25,2,4,4,4,4,5,6,5,5,3,6,4,3,4,2,5,5,6,4,3,4,2,5,4,4,4,1,4,2,4,1.03,1.5
26,1,7,6,6,4,6,7,7,7,1,7,2,2,7,5,7,7,7,7,2,6,1,7,1,6,1,1,7,3,7,2.05,5.17
20,1,7,6,7,7,6,7,7,7,1,7,1,1,7,6,4,6,5,6,1,7,1,7,1,6,1,1,6,1,7,1.75,5.5
24,2,6,5,4,5,4,4,5,5,3,6,3,4,5,4,5,2,6,5,3,4,2,5,2,4,2,1,5,2,5,1.39,2.67
33,2,7,7,7,7,7,7,7,7,2,7,2,2,7,4,6,1,7,7,1,7,1,7,1,7,1,1,7,1,4,1.7,5.5
21,2,5,4,5,4,7,7,7,5,4,7,1,1,7,5,5,5,6,7,1,5,2,6,1,7,2,1,7,1,7,2.14,5.17
63,2,6,6,6,6,6,6,5,5,3,6,3,2,6,2,6,2,6,5,2,5,2,5,2,4,2,1,4,1,4,2.48,2.83
44,2,2,2,3,6,6,6,5,5,3,5,4,5,4,1,4,1,5,4,1,4,1,4,1,3,1,1,1,1,4,1.31,2.33
28,1,7,6,6,6,6,6,5,5,2,6,2,2,6,2,7,5,6,6,2,6,2,6,2,6,2,3,6,2,6,1.02,3.83
39,2,3,3,4,2,6,6,4,4,5,4,6,5,5,5,2,6,4,3,2,4,2,4,4,3,2,1,3,3,2,1.66,0.83
39,2,7,1,5,4,5,7,5,5,3,6,4,4,5,1,5,3,6,4,1,4,1,4,1,4,1,1,3,1,6,1.2,3.17
34,1,6,6,6,6,6,6,5,5,3,6,2,2,6,2,6,4,6,4,4,4,4,4,4,4,4,4,4,4,4,1.18,0.0
33,1,5,5,6,7,5,5,6,7,6,6,4,2,7,2,6,6,7,6,3,6,2,6,1,6,3,1,6,4,5,2.03,3.5
26,1,6,6,5,5,6,7,5,5,3,6,2,2,6,4,6,4,6,6,3,6,2,6,2,6,2,1,6,2,6,1.66,4.0
31,1,6,6,5,6,7,7,6,5,4,7,2,1,7,5,5,5,5,4,1,4,1,4,1,4,1,1,4,1,4,1.8,3.0
50,2,7,5,4,4,6,6,2,2,6,6,5,3,5,2,4,1,5,5,1,6,1,7,1,6,1,1,7,1,6,1.23,5.17
29,2,3,5,5,4,5,5,4,4,4,6,3,3,5,3,6,3,2,6,3,6,2,5,1,6,1,1,6,4,7,1.65,4.0
24,1,3,1,1,1,7,7,1,1,5,3,4,5,4,3,5,3,5,4,6,1,1,1,1,1,1,1,1,5,3,1.85,-0.67
29,2,1,2,2,2,2,2,5,6,5,3,5,5,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
51,2,5,6,6,6,7,7,6,4,4,7,1,1,7,4,4,5,7,6,1,6,1,6,1,6,1,1,6,1,6,2.03,5.0
28,2,4,5,5,3,5,5,2,2,6,6,3,3,6,3,4,3,5,4,4,4,4,4,4,4,4,1,4,2,4,1.43,0.83
37,1,7,6,6,6,7,7,7,7,3,7,1,1,7,4,6,5,6,6,1,5,1,6,1,7,1,1,7,1,6,1.12,5.17
19,1,7,5,6,6,5,6,5,5,3,6,2,5,6,5,6,2,5,6,3,5,2,6,3,6,1,1,6,4,6,1.76,3.5
26,1,4,6,6,6,4,4,5,5,2,6,2,2,6,2,2,2,5,4,2,5,2,6,2,4,2,1,4,1,4,2.03,2.83
68,2,6,6,6,5,6,6,6,6,2,7,2,1,7,2,4,5,4,6,2,7,1,6,1,6,1,1,6,1,6,2.48,5.0
19,2,3,5,4,5,5,6,6,5,5,6,5,1,5,1,1,6,3,5,2,5,2,5,2,5,2,2,5,2,5,1.34,3.0
26,1,6,6,6,7,6,6,6,5,1,6,6,4,5,7,7,7,7,6,1,4,3,7,2,5,1,1,3,3,7,2.03,3.5
19,2,6,4,6,6,6,6,5,5,3,7,3,2,6,1,5,4,5,7,1,6,1,7,1,6,1,1,6,1,6,1.17,5.33
32,2,4,6,5,2,6,6,6,4,4,5,3,2,4,2,1,5,2,4,2,4,1,4,1,4,1,1,2,1,4,2.15,2.5
26,4,7,6,6,6,6,6,5,5,2,7,1,1,7,4,5,5,5,7,1,6,2,5,1,6,2,1,5,3,6,1.22,4.17
18,1,7,5,6,7,7,7,5,5,2,7,2,1,7,2,5,6,6,7,1,6,1,7,1,6,1,1,7,3,7,1.11,5.33
26,1,6,7,7,7,7,7,5,5,2,7,1,1,7,1,5,2,5,4,1,5,1,6,1,7,1,1,6,1,6,2.03,4.67
31,2,5,5,4,5,7,7,6,5,2,7,3,3,7,1,5,7,7,6,1,6,1,7,1,6,1,1,6,1,4,1.67,4.83
28,1,6,5,5,4,4,5,5,5,3,6,3,4,6,3,5,4,5,5,3,5,3,4,4,5,3,1,5,3,4,1.39,1.83
27,1,6,5,6,6,6,6,5,5,3,6,2,3,7,2,6,4,6,4,3,4,3,4,3,5,4,3,5,3,4,1.97,1.17
33,2,6,6,6,4,7,7,5,5,3,6,5,5,6,2,5,2,4,5,1,4,1,6,1,4,1,1,4,1,5,1.7,3.67
29,2,6,5,6,6,6,6,7,6,1,6,2,2,5,2,5,4,5,5,2,5,2,4,2,4,1,1,4,1,4,1.32,2.83
44,1,5,3,7,4,7,7,7,7,2,7,5,4,7,1,4,1,6,6,4,4,2,4,1,5,1,1,4,1,4,4.37,2.83
26,2,5,5,3,4,5,4,5,5,2,6,2,2,6,1,5,4,2,4,1,5,1,4,1,4,1,1,3,1,2,1.05,2.67
20,2,7,7,6,7,6,7,5,5,2,7,1,1,7,7,7,7,7,5,2,6,2,6,2,6,3,2,5,1,6,1.08,3.67
28,2,7,6,6,6,7,6,5,6,1,7,3,1,7,1,6,3,7,5,1,6,1,6,1,6,1,1,6,1,6,1.67,4.83
21,2,6,4,5,4,7,7,5,5,3,7,5,5,7,3,7,6,6,7,1,6,1,6,1,7,1,1,7,2,5,1.23,5.17
18,1,7,6,6,6,7,4,4,4,2,7,1,1,7,2,7,5,7,6,1,6,1,6,1,6,1,1,6,1,6,2.0,5.0
19,2,5,3,4,3,3,6,5,1,7,5,6,5,5,3,4,7,5,4,1,3,1,3,4,4,1,1,2,1,5,1.38,2.0
23,1,6,5,6,7,7,7,4,3,5,6,3,2,7,5,5,5,5,6,2,6,3,6,1,6,2,1,6,1,6,1.45,4.33
26,1,1,1,5,6,4,6,7,6,1,7,2,2,6,4,6,7,7,7,1,7,1,7,1,7,1,1,7,1,7,2.03,6.0
35,2,5,4,4,4,6,7,5,5,5,6,5,3,6,6,5,5,5,5,3,4,2,4,2,4,3,2,5,5,4,1.33,1.5
26,2,6,5,6,4,7,6,4,4,4,7,2,2,6,1,5,2,6,5,2,6,1,5,1,6,1,1,5,1,6,1.03,4.33
50,1,2,6,7,6,7,7,5,5,4,7,1,1,7,1,6,1,6,6,2,6,2,6,2,6,1,1,6,1,6,2.24,4.5
31,1,7,7,7,7,7,7,7,6,1,7,2,1,7,3,6,6,6,7,1,6,1,7,1,6,1,1,6,1,6,2.03,5.33
24,2,6,4,4,5,5,5,4,4,3,6,2,2,6,2,2,2,2,4,2,5,2,4,2,5,2,2,4,3,4,1.23,2.17
36,2,5,6,5,7,6,6,5,5,3,6,3,3,5,1,4,3,5,4,1,4,1,5,1,4,1,1,3,1,5,1.17,3.17
24,2,6,4,5,5,6,6,5,4,4,7,3,3,6,2,7,5,7,5,2,5,2,5,2,5,2,2,5,2,5,1.56,3.0
